acc,growth_rate
IL562,91.93104972197953
IL563,15.373965092183722
IL564,29.890566338695645
IL566,78.88499643902841
IL567,93.71176799323003
IL572,10.067224208905497
IL575,43.00686485707231
IL576,35.62306925352076
IL578,49.58680664020222
IL580,44.22994949643288
IL581,35.417729050395266
IL583,28.98572897737111
IL584,39.15583340242027
IL585,19.27185103982381
IL586,75.53400077907384
IL587,17.52473256247973
IL589,39.378007022252504
IL590,11.189341722348956
IL591,35.276650577858994
IL592,10.36758592822793
IL593,16.78878200830927
IL594,15.761272597956264
IL595,15.845231752624573
IL597,22.40649285740631
IL599,11.183482967702538
IL600,24.300908372637277
IL601,15.022992974337228
IL602,7.7040972377457
IL603,8.571756144852577
IL605,11.84180375559923
IL606,8.946008484797979
IL607,8.206032038559343
IL609,7.77424239824614
IL611,14.624580348579054
IL612,11.534448703495805
IL613,6.041562706448483
IL614,17.796955678998575
IL615,15.41351511524895
IL617,4.499816603005775
IL618,8.40271548783367
IL619,9.575875578707006
IL621,48.88098190898035
IL622,5.356756714508624
IL623,8.146679187478059
IL625,7.881929620971909
IL626,17.03554636247987
IL627,5.09951525962576
IL628,31.361268756844826
IL629,7.236584196267119
IL631,20.68615369779065
IL633,20.490693772728356
IL634,8.111098608452012
IL639,15.88690189316098
IL640,4.332469614939879
IL641,9.601066579404947
IL642,4.632941565715955
IL643,12.730598622241136
IL644,16.091939905510333
IL645,7.734739754121441
IL646,7.316578567683924
IL648,6.838199918715116
IL649,8.12124666717715
IL653,9.528546671940044
IL655,99.64284080310352
IL656,8.926159741673983
IL659,20.00472228538772
IL660,21.482511101661085
IL662,8.746705359316481
IL664,11.300319222907516
IL665,23.417661036975627
IL667,21.43849908802293
IL669,10.125511742242626
IL670,8.43823999576509
IL671,25.646488484654032
IL672,31.56249299553581
IL673,25.818061127343885
IL674,14.073218012659732
IL676,21.450703426489902
IL681,10.827238151291999
IL683,18.91171032038848
IL687,7.335363814460253
IL689,22.053117486169235
IL690,17.472765936450322
IL691,702.9571015866615
IL693,24.625146558738265
IL696,10.186992972851193
IL697,6.983328613187415
IL698,12.421228401148014
IL699,6.993636291547112
IL700,30.32774668642946
IL703,7.530815929299808
IL709,17.53703144387103
IL710,7.463218968609834
IL711,12.574642984914465
IL712,14.210907184881277
IL713,9.739566501864564
IL714,14.360592879276403
IL715,7.3415525806866
IL717,18.937914354733525
IL718,30.337582090812734
IL719,11.872041931516584
IL721,5.5805219807853925
IL723,15.020201531284378
IL724,17.798518855107933
IL727,16.706037539114593
IL728,33.22003907930353
IL729,23.54766708692444
IL731,17.89581311305858
IL734,145.98989881070446
IL735,19.577997414595004
IL736,18.818752205149504
IL737,36.15654859868751
IL738,58.85421611397631
IL739,23.35061660563628
IL740,10.406267190962618
IL741,8.790291270891094
IL742,13.856578677649168
IL743,18.705248333916
IL744,26.438702930373193
IL746,22.128703540031285
IL747,24.64349168470922
IL748,9.532614027473445
IL749,24.818367418967807
IL750,12.355597447295299
IL751,25.416561202752764
IL752,24.443309708435216
IL753,22.21229022390912
IL754,33.63504552541469
IL755,23.842910614082065
IL756,17.890459620508466
IL757,24.560189429123177
IL758,16.854409371462545
IL759,16.783819402200137
IL760,30.178951787134793
IL761,18.641682831974027
IL762,7.052828388708629
IL763,20.33423487114061
IL764,30.91847087646915
IL765,16.604922208158452
IL767,11.744204425010045
IL768,24.97182194660401
IL769,35.937197171211686
IL771,20.792387767221133
IL772,27.39381112237154
IL773,15.66268506860538
IL774,19.009672466307705
IL776,42.21449476465801
IL777,18.377899089351608
IL778,24.204705911186927
IL780,10.302026911643763
IL782,14.150198810536427
IL783,6.6012453503353274
IL784,17.801654126974956
IL786,11.842531951482295
IL787,7.76536386412324
IL788,17.1427678384039
IL792,11.932745803382527
IL793,7.808894193524215
IL795,9.12433247367043
