,acc,height,coordinates
522,IL423,15.941272576046538,"(310, 496)"
523,IL423,10.657279915153346,"(512, 498)"
524,IL423,15.23444833073921,"(709, 499)"
525,IL423,18.13295579342578,"(121, 502)"
526,IL423,14.569771713823789,"(894, 600)"
527,IL423,16.517831415316323,"(514, 602)"
528,IL423,16.5649955944208,"(710, 605)"
529,IL423,17.662309027256626,"(116, 610)"
530,IL423,16.64718464914717,"(308, 610)"
531,IL424,14.915769789818338,"(316, 58)"
532,IL424,15.917958054195129,"(128, 59)"
533,IL424,17.015911384557345,"(903, 63)"
534,IL424,17.89644889429595,"(312, 158)"
535,IL424,6.138556217795025,"(900, 158)"
536,IL424,15.831175262455154,"(127, 162)"
537,IL424,16.733942430200656,"(515, 162)"
538,IL424,18.868787202753662,"(709, 162)"
539,IL424,12.812070784843215,"(518, 266)"
540,IL424,16.620229988823315,"(127, 269)"
541,IL424,17.370677750017343,"(904, 272)"
542,IL424,15.28331456593774,"(707, 273)"
543,IL424,16.984807103251175,"(309, 274)"
544,IL424,15.749384217679037,"(905, 369)"
545,IL424,16.49505585947008,"(120, 375)"
546,IL424,13.213065809718834,"(313, 376)"
547,IL424,13.143215063450178,"(512, 378)"
548,IL424,17.508787202753663,"(708, 378)"
549,IL424,12.181333460230324,"(510, 466)"
550,IL424,10.749538866123562,"(725, 470)"
551,IL424,10.794490237102686,"(339, 471)"
552,IL424,12.328008308643327,"(904, 471)"
553,IL424,14.966697650514856,"(109, 473)"
554,IL424,15.219035958972569,"(114, 620)"
555,IL424,13.316191036742048,"(712, 627)"
556,IL424,9.782401076427107,"(512, 628)"
557,IL424,15.159695241309308,"(908, 629)"
558,IL424,10.655178156352203,"(325, 632)"
559,IL425,12.025539132838293,"(719, 46)"
560,IL425,13.232963314709053,"(513, 52)"
561,IL425,13.38441018670445,"(900, 56)"
562,IL425,16.383644807135124,"(129, 57)"
563,IL425,18.34744021186756,"(309, 58)"
564,IL425,13.658385860414576,"(123, 164)"
565,IL425,12.50764850420201,"(304, 164)"
566,IL425,16.920798081605273,"(710, 165)"
567,IL425,12.854402718022563,"(896, 166)"
568,IL425,12.072619569915851,"(515, 168)"
569,IL425,11.320006329497733,"(902, 274)"
570,IL425,11.753043833076319,"(310, 277)"
571,IL425,8.1475400892703,"(117, 281)"
572,IL425,9.67171409309977,"(512, 281)"
573,IL425,10.923526411652002,"(706, 281)"
574,IL425,11.742691023989124,"(899, 384)"
575,IL425,14.882815682629666,"(124, 388)"
576,IL425,10.645795199262508,"(312, 388)"
577,IL425,12.400514804074003,"(511, 388)"
